R0uta,Afro House,Ambient,Deep House,Pop/Dance,Techno,Trance,Progressive House,RMS,Tiempo Inicio,Tiempo Fin,ZCR,Mean Absolute Amplitude,Crest Factor,Standard Deviation of Amplitude,Spectral Centroid,Spectral Bandwidth,Spectral Roll-off,Spectral Flux,VAD,Spectral Variation,Tempo
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_13.png,0,0,0,0,0,0,1,0.23072639,1:05,1:10,0.01953125,0.18373847,4.582966,0.23376346,2220.495465521938,2781.9555269281714,4246.637430213167,0.9646268,1,1.5595472,129.19921875
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_14.png,0,0,0,0,0,0,1,0.24794056,1:10,1:15,0.03515625,0.19813171,4.510563,0.2527832,3639.0158794751583,3673.2573804311205,7729.920311593677,1.0487958,1,2.0898712,129.19921875
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_15.png,0,0,0,0,0,0,1,0.32191154,1:15,1:20,0.07470703125,0.26286504,4.405675,0.33601013,4220.811011670725,4209.849231569912,9383.13073248985,1.0376692,1,2.7440019,129.19921875
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_16.png,0,0,0,0,0,0,1,0.36651722,1:20,1:25,0.04833984375,0.30115452,4.076989,0.37201753,3907.7817461894624,4124.063695520412,8875.826452834977,0.95493466,1,2.6153865,129.19921875
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_17.png,0,0,0,0,0,0,1,0.3748296,1:25,1:30,0.0283203125,0.30827445,3.6604762,0.3809211,3949.638832614381,4135.9811323401755,8923.289429560615,0.9855436,1,2.7393177,129.19921875
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_18.png,0,0,0,0,0,0,1,0.36096022,1:30,1:35,0.03759765625,0.29506636,3.5958984,0.36698544,4043.9310108278723,4185.77342250302,9147.564484846287,0.94686675,1,2.7191925,129.19921875
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_19.png,0,0,0,0,0,0,1,0.36352658,1:35,1:40,0.033203125,0.29761952,3.9915006,0.36887202,3911.4234674646423,4121.330359274436,8860.338534113978,0.95418316,1,2.6145077,129.19921875
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_20.png,0,0,0,0,0,0,1,0.3569239,1:40,1:45,0.0244140625,0.29088598,4.0910296,0.3634793,4151.804660885073,4198.353068991242,9340.414053436774,0.98307556,1,2.8356068,129.19921875
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_21.png,0,0,0,0,0,0,1,0.18931049,1:45,1:50,0.05908203125,0.152457,6.6012945,0.2337869,2661.2962633389975,3196.617209079146,5676.7718604988395,0.87825483,1,2.5954368,129.19921875
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_22.png,0,0,0,0,0,0,1,0.09185023,1:50,1:55,0.0126953125,0.07363001,7.666204,0.1102453,2754.4991741519875,3079.7828135140453,5659.435383736949,1.0337688,1,1.0163889,129.19921875
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_23.png,0,0,0,0,0,0,1,0.14510417,1:55,2:00,0.060546875,0.11408004,6.7078333,0.1587739,2417.7194024254427,2800.182843304818,4859.059713058295,1.0169518,1,1.2911466,135.99917763157896
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_24.png,0,0,0,0,0,0,1,0.15326013,2:00,2:05,0.029296875,0.12151807,5.779763,0.16300075,2040.1407896468438,2309.905979391501,3974.1000217517403,0.91341335,1,1.2211789,126.04801829268293
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_25.png,0,0,0,0,0,0,1,0.18373117,2:05,2:10,0.02294921875,0.14645223,5.0194774,0.19210322,2612.7913761743403,2822.0952422640557,5184.60577236804,1.036986,1,1.6095843,129.19921875
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_26.png,0,0,0,0,0,0,1,0.1999043,2:10,2:15,0.01953125,0.1588644,5.1080623,0.20734045,2310.787133833584,2704.236901820786,4401.966266676334,0.9947932,1,1.5910335,117.45383522727273
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_27.png,0,0,0,0,0,0,1,0.18385752,2:15,2:20,0.0185546875,0.14589594,5.325534,0.19267285,2411.9720206976513,2738.0461967047436,4874.347787666763,0.9827283,1,1.535564,135.99917763157896
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_28.png,0,0,0,0,0,0,1,0.21368247,2:20,2:25,0.04248046875,0.17200188,5.4018645,0.22938146,2626.392062450061,3040.66310919763,5535.182306772042,1.0079285,1,1.8842435,123.046875
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_29.png,0,0,0,0,0,0,1,0.21408318,2:25,2:30,0.03076171875,0.17422134,4.7118063,0.22577335,2696.8921007508047,3088.1769359852797,5791.532342118619,0.94099224,1,1.6925685,129.19921875
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_30.png,0,0,0,0,0,0,1,0.1801213,2:30,2:35,0.02099609375,0.14336015,5.3909483,0.19058973,2770.852960688138,3060.9186677129283,5816.512856184745,0.98027724,1,1.4830216,117.45383522727273
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_31.png,0,0,0,0,0,0,1,0.16196403,2:35,2:40,0.01806640625,0.12965639,7.1198626,0.17241251,1854.6804860847103,2105.8483257468206,3573.712342299884,0.97749144,1,1.293462,129.19921875
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_32.png,0,0,0,0,0,0,1,0.16436742,2:40,2:45,0.0341796875,0.13135536,6.143371,0.16636202,1592.8698084881776,1821.3763366784942,2966.585928436775,1.0067494,1,0.9956304,126.04801829268293
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_33.png,0,0,0,0,0,0,1,0.1676188,2:45,2:50,0.0302734375,0.13372551,5.6415896,0.16953658,1433.2649411003058,1705.6347913557124,2646.2358160527842,0.9911829,1,0.96664536,129.19921875
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_34.png,0,0,0,0,0,0,1,0.22941779,2:50,2:55,0.01708984375,0.1834037,5.0127892,0.23602013,2186.033856407475,2815.406992878925,4429.195027008411,0.98636,1,1.608158,129.19921875
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_35.png,0,0,0,0,0,0,1,0.2651993,2:55,3:00,0.03125,0.21291064,4.3781924,0.27050096,2608.6440050754686,2982.1644040886813,5469.88324300319,1.0125601,1,2.07176,129.19921875
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_36.png,0,0,0,0,0,0,1,0.24921735,3:00,3:05,0.05126953125,0.19818582,4.9780784,0.25458884,4239.794485952912,3953.5450589383927,8907.451783642691,1.0632311,1,2.2616568,129.19921875
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_37.png,0,0,0,0,0,0,1,0.34649375,3:05,3:10,0.08544921875,0.2843926,4.597357,0.35946038,3993.188991986832,4078.0382869094783,8887.767138558585,1.0080984,1,2.753833,129.19921875
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_38.png,0,0,0,0,0,0,1,0.36786798,3:10,3:15,0.0234375,0.30213085,3.5618222,0.374686,3877.797858850678,4133.758207211205,8846.299485208816,0.95388067,1,2.6124718,129.19921875
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_39.png,0,0,0,0,0,0,1,0.37903416,3:15,3:20,0.0390625,0.31054333,3.8281572,0.38380513,3912.572923164067,4112.312238583922,8844.600810252321,0.97111595,1,2.7764103,129.19921875
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_40.png,0,0,0,0,0,0,1,0.3587955,3:20,3:25,0.048828125,0.29414114,4.3122635,0.3651227,4074.8888960843965,4192.685533417094,9190.830735208816,0.96188194,1,2.6739001,129.19921875
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_41.png,0,0,0,0,0,0,1,0.35907325,3:25,3:30,0.0205078125,0.2947517,4.191525,0.36593392,3935.6226646507753,4139.083829814598,8906.352641023783,0.9627172,1,2.6055195,129.19921875
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_42.png,0,0,0,0,0,0,1,0.33459383,3:30,3:35,0.0390625,0.27087483,4.066814,0.33996624,4352.759473687027,4277.1981497036995,9701.382481692286,0.9965111,1,2.8545914,129.19921875
espectrogramas_salida1\==Martin Garrix & Matisse & Sadko - Together (320 kbps)_fragmento_43.png,0,0,0,0,0,0,1,0.12522367,3:35,3:40,0.083984375,0.10121248,10.937906,0.17762038,1531.3318306264687,2159.018101419872,2984.9715867894433,0.6934657,1,1.9441609,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_0.png,0,0,0,0,0,0,1,0.1336847,0:00,0:05,0.126953125,0.11013946,5.706257,0.15323448,1196.248174783068,855.600551511043,1870.7407373839908,0.59358644,1,0.492815,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_1.png,0,0,0,0,0,0,1,0.18948528,0:05,0:10,0.0087890625,0.15510516,4.979776,0.19434913,1124.8685818205126,1534.2131299005644,2011.780719801334,0.88015103,1,1.0239565,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_2.png,0,0,0,0,0,0,1,0.18142654,0:10,0:15,0.02197265625,0.14820988,4.939629,0.18642046,1903.4719404451653,2987.445462090126,4046.5435125435033,1.0988921,1,1.0708702,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_3.png,0,0,0,0,0,0,1,0.18464726,0:15,0:20,0.0029296875,0.15085791,4.8882103,0.19010623,1892.1461822041158,2958.2055428085678,3995.6831859048725,1.0685332,1,1.1431565,143.5546875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_4.png,0,0,0,0,0,0,1,0.22385927,0:20,0:25,0.00732421875,0.18417095,4.848399,0.2423498,2020.2890123154214,3179.446321394199,4601.560574064675,1.0527773,1,1.3759698,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_5.png,0,0,0,0,0,0,1,0.29272497,0:25,0:30,0.02001953125,0.24295954,3.763729,0.32381687,3088.008698776076,3835.790477694023,7358.80979462732,1.1069703,1,2.0027795,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_6.png,0,0,0,0,0,0,1,0.2920558,0:30,0:35,0.087890625,0.24322219,3.633108,0.3220538,2814.5663054461816,3625.618848592493,6583.364676986659,1.1147373,1,1.9435871,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_7.png,0,0,0,0,0,0,1,0.29429516,0:35,0:40,0.01708984375,0.24385747,3.5848298,0.311667,2502.352137660476,3419.7561310250508,5864.325560107309,1.059003,1,1.8593172,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_8.png,0,0,0,0,0,0,1,0.17654943,0:40,0:45,0.0390625,0.14384988,4.8405566,0.18282206,3365.205551119648,3393.298338647073,6935.090315037703,1.0589726,1,1.8204616,114.84375
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_9.png,0,0,0,0,0,0,1,0.17964725,0:45,0:50,0.033203125,0.14720722,5.1766834,0.18521869,3247.634029641833,3544.5827081591137,7050.400367966938,1.0300878,1,1.6669327,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_10.png,0,0,0,0,0,0,1,0.19155951,0:50,0:55,0.0078125,0.15511785,4.9559464,0.2025605,3660.869890343426,3701.068129115698,7866.213996338457,1.0527415,1,2.0220373,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_11.png,0,0,0,0,0,0,1,0.20748243,0:55,1:00,0.03125,0.16863088,4.578632,0.21243457,3540.7766395725025,3763.2720011148704,7732.3184409440255,1.0039306,1,1.9733657,126.04801829268293
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_12.png,0,0,0,0,0,0,1,0.2153669,1:00,1:05,0.0244140625,0.17487502,4.116997,0.21928824,3017.434930114827,3542.4256154961035,6697.525626268852,1.0651215,1,1.8563236,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_13.png,0,0,0,0,0,0,1,0.21946621,1:05,1:10,0.02294921875,0.17893144,4.385712,0.22513841,3100.1210542730423,3741.6500983464707,7206.378697795823,1.0281234,1,1.6041802,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_14.png,0,0,0,0,0,0,1,0.19774681,1:10,1:15,0.03271484375,0.15918045,4.898769,0.20094621,3455.384111828229,4072.020089469387,8027.837922346288,1.1920558,1,1.3962812,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_15.png,0,0,0,0,0,0,1,0.19142365,1:15,1:20,0.02294921875,0.15412231,5.274846,0.19463648,3660.8460022656004,4145.2576896987985,8548.681640625,1.1712753,1,1.4191766,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_16.png,0,0,0,0,0,0,1,0.2173521,1:20,1:25,0.044921875,0.17850836,7.150345,0.24470289,4231.095703764317,4332.354083624655,9733.607344837586,1.1930156,1,2.0171826,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_17.png,0,0,0,0,0,0,1,0.34400707,1:25,1:30,0.03857421875,0.28862387,3.5346034,0.35078853,4248.420327199806,4460.105110457192,9943.293779908643,1.0046271,1,2.3499289,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_18.png,0,0,0,0,0,0,1,0.34462845,1:30,1:35,0.0263671875,0.28938586,3.3767304,0.35365698,4288.315780184751,4457.803846668404,9933.751223535382,1.0230911,1,2.400706,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_19.png,0,0,0,0,0,0,1,0.31631982,1:35,1:40,0.03564453125,0.26287526,3.9084249,0.32652238,4431.7286974078625,4381.47595497139,9935.499859520012,1.0332018,1,2.426296,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_20.png,0,0,0,0,0,0,1,0.33946627,1:40,1:45,0.0458984375,0.28431857,3.8318713,0.3452027,4440.000241331942,4548.203002727136,10274.235630256671,1.010517,1,2.3581493,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_21.png,0,0,0,0,0,0,1,0.3275116,1:45,1:50,0.02880859375,0.2715651,4.546969,0.3352958,4424.157972941072,4468.972661152372,10101.120667778423,1.0227193,1,2.5408607,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_22.png,0,0,0,0,0,0,1,0.24513458,1:50,1:55,0.0556640625,0.19812721,4.9728436,0.25908956,3814.2764819171125,3961.0991042581177,8539.688655561195,0.99560964,1,2.4255395,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_23.png,0,0,0,0,0,0,1,0.1257616,1:55,2:00,0.03857421875,0.10123433,6.756092,0.14317636,2820.63072798436,3478.9352058047166,6245.378321671984,1.1819618,1,1.2121398,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_24.png,0,0,0,0,0,0,1,0.16012037,2:00,2:05,0.00732421875,0.13094503,5.0945864,0.16720045,3090.866901444536,3426.1137355914516,6567.976680321925,1.1610849,1,1.5440708,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_25.png,0,0,0,0,0,0,1,0.21123697,2:05,2:10,0.017578125,0.17246698,4.8939524,0.23364085,3134.6714127822215,3366.7605879057064,6373.1786316342805,1.1616629,1,2.1502738,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_26.png,0,0,0,0,0,0,1,0.3136877,2:10,2:15,0.01953125,0.2604363,3.511385,0.3378216,2862.852491811068,3635.6746211869836,6712.214168539733,1.0781872,1,2.0531487,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_27.png,0,0,0,0,0,0,1,0.3071764,2:15,2:20,0.05419921875,0.25493917,3.5042136,0.33128867,2678.055402026044,3445.5394592732428,6115.029999274942,1.087662,1,1.9944475,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_28.png,0,0,0,0,0,0,1,0.29981852,2:20,2:25,0.01708984375,0.24838682,3.5001965,0.31491852,2451.5741860880607,3319.714123104094,5651.24177512326,1.0400735,1,1.8292438,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_29.png,0,0,0,0,0,0,1,0.1721794,2:25,2:30,0.04931640625,0.14058939,4.6642513,0.17775391,3438.2755321583563,3398.1817356332663,7026.91868474478,1.0891274,1,1.8163968,114.84375
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_30.png,0,0,0,0,0,0,1,0.16895574,2:30,2:35,0.04931640625,0.1394793,5.580525,0.17472649,3503.1401136081445,3648.771278155576,7478.116729807135,1.0364138,1,1.6878093,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_31.png,0,0,0,0,0,0,1,0.1931631,2:35,2:40,0.017578125,0.15661304,5.3686852,0.20815104,3807.5901122061478,3749.961898676865,8135.503937971288,1.0731462,1,2.1073346,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_32.png,0,0,0,0,0,0,1,0.21839842,2:40,2:45,0.0302734375,0.17692505,4.214743,0.22375202,3483.1642681882486,3697.580464000745,7567.946658388921,1.0054812,1,2.014455,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_33.png,0,0,0,0,0,0,1,0.22340123,2:45,2:50,0.01123046875,0.18134536,4.08578,0.22632727,2998.7776291139735,3528.896781358641,6600.001699354699,1.062399,1,1.8758631,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_34.png,0,0,0,0,0,0,1,0.22990577,2:50,2:55,0.017578125,0.18750505,4.028634,0.23443428,2747.5339199209043,3388.1098313425578,6188.872398854408,1.022501,1,1.642604,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_35.png,0,0,0,0,0,0,1,0.18141712,2:55,3:00,0.0205078125,0.14615873,4.900792,0.18514517,1900.9351620717362,2643.55784807624,3492.3258274724476,1.2207978,1,0.9903964,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_36.png,0,0,0,0,0,0,1,0.19601268,3:00,3:05,0.017578125,0.15787695,4.7575674,0.20000117,2010.324908576488,2765.4983658783813,3817.172432388341,1.2400612,1,1.0785356,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_37.png,0,0,0,0,0,0,1,0.227813,3:05,3:10,0.02734375,0.1840603,4.466426,0.23263702,2608.916101862147,3357.8817427497056,5508.103429524362,1.1754317,1,1.5039661,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_38.png,0,0,0,0,0,0,1,0.23965426,3:10,3:15,0.03515625,0.19351172,4.184135,0.24197575,3307.752352616889,3913.9915551562344,7558.404102015661,1.1188617,1,1.6300815,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_39.png,0,0,0,0,0,0,1,0.25563034,3:15,3:20,0.04248046875,0.20689394,3.7493825,0.25763702,3675.4157013400963,3980.5562614675387,8130.108146933005,1.0807942,1,2.0644948,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_40.png,0,0,0,0,0,0,1,0.27064073,3:20,3:25,0.0458984375,0.22251469,4.8873396,0.28084156,4358.565936040864,4281.706962299315,9694.038210556844,1.0436513,1,2.3918707,129.19921875
espectrogramas_salida1\==Martin Garrix feat. Bonn - No Sleep (DubVision Remix) (320 kbps)_fragmento_41.png,0,0,0,0,0,0,1,0.32759246,3:25,3:30,0.0380859375,0.27375796,3.6468227,0.33254248,4459.528831174593,4486.555336328648,10172.614899035672,0.9948787,1,2.2516747,129.19921875
